Date,Start (ET),Visitor team,Visitor team's points,Home team,Home team's points,Attendance,Arena,Notes
"Fri, Nov 18, 2022",7:00p,Miami Heat,106,Washington Wizards,107,"18,772",Capital One Arena,Regular Season
"Fri, Nov 18, 2022",7:30p,Charlotte Hornets,122,Cleveland Cavaliers,132,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Fri, Nov 18, 2022",7:30p,Milwaukee Bucks,102,Philadelphia 76ers,110,"19,769",Wells Fargo Center,Regular Season
"Fri, Nov 18, 2022",8:00p,Orlando Magic,108,Chicago Bulls,107,"21,031",United Center,Regular Season
"Fri, Nov 18, 2022",8:00p,Indiana Pacers,99,Houston Rockets,91,"15,882",Toyota Center,Regular Season
"Fri, Nov 18, 2022",8:00p,Oklahoma City Thunder,110,Memphis Grizzlies,121,"17,324",FedEx Forum,Regular Season
"Fri, Nov 18, 2022",8:30p,Denver Nuggets,99,Dallas Mavericks,127,"20,135",American Airlines Center,Regular Season
"Fri, Nov 18, 2022",8:30p,Boston Celtics,117,New Orleans Pelicans,109,"17,828",Smoothie King Center,Regular Season
"Fri, Nov 18, 2022",9:00p,Phoenix Suns,133,Utah Jazz,134,"18,206",Vivint Arena,Regular Season
"Fri, Nov 18, 2022",10:00p,New York Knicks,101,Golden State Warriors,111,"18,064",Chase Center,Regular Season
"Fri, Nov 18, 2022",10:30p,Detroit Pistons,121,Los Angeles Lakers,128,"18,095",Crypto.com Arena,Regular Season
"Sat, Nov 19, 2022",6:00p,Toronto Raptors,122,Atlanta Hawks,124,"18,051",State Farm Arena,Regular Season
"Sat, Nov 19, 2022",7:00p,Orlando Magic,113,Indiana Pacers,114,"14,478",Gainbridge Fieldhouse,Regular Season
"Sat, Nov 19, 2022",7:30p,Minnesota Timberwolves,112,Philadelphia 76ers,109,"20,515",Wells Fargo Center,Regular Season
"Sat, Nov 19, 2022",10:00p,Utah Jazz,118,Portland Trail Blazers,113,"19,595",Moda Center,Regular Season
"Sat, Nov 19, 2022",10:30p,San Antonio Spurs,97,Los Angeles Clippers,119,"18,581",Crypto.com Arena,Regular Season
"Sun, Nov 20, 2022",3:30p,New York Knicks,95,Phoenix Suns,116,"17,071",Footprint Center,Regular Season
"Sun, Nov 20, 2022",6:00p,Detroit Pistons,129,Sacramento Kings,137,"17,866",Golden 1 Center,Regular Season
"Sun, Nov 20, 2022",6:00p,Charlotte Hornets,102,Washington Wizards,106,"14,289",Capital One Arena,Regular Season
"Sun, Nov 20, 2022",7:00p,Memphis Grizzlies,115,Brooklyn Nets,127,"18,241",Barclays Center,Regular Season
"Sun, Nov 20, 2022",7:00p,Miami Heat,87,Cleveland Cavaliers,113,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Sun, Nov 20, 2022",7:00p,Golden State Warriors,127,Houston Rockets,120,"18,055",Toyota Center,Regular Season
"Sun, Nov 20, 2022",7:30p,Denver Nuggets,98,Dallas Mavericks,97,"20,244",American Airlines Center,Regular Season
"Sun, Nov 20, 2022",9:30p,San Antonio Spurs,92,Los Angeles Lakers,123,"18,211",Crypto.com Arena,Regular Season
"Mon, Nov 21, 2022",7:00p,Atlanta Hawks,102,Cleveland Cavaliers,114,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Mon, Nov 21, 2022",7:00p,Orlando Magic,102,Indiana Pacers,123,"14,029",Gainbridge Fieldhouse,Regular Season
"Mon, Nov 21, 2022",8:00p,Boston Celtics,107,Chicago Bulls,121,"20,786",United Center,Regular Season
"Mon, Nov 21, 2022",8:00p,Portland Trail Blazers,111,Milwaukee Bucks,119,"17,341",Fiserv Forum,Regular Season
"Mon, Nov 21, 2022",8:00p,Miami Heat,101,Minnesota Timberwolves,105,"16,583",Target Center,Regular Season
"Mon, Nov 21, 2022",8:00p,Golden State Warriors,83,New Orleans Pelicans,128,"18,589",Smoothie King Center,Regular Season
"Mon, Nov 21, 2022",8:00p,New York Knicks,129,Oklahoma City Thunder,119,"15,079",Paycom Center,Regular Season
"Mon, Nov 21, 2022",10:30p,Utah Jazz,114,Los Angeles Clippers,121,"19,068",Crypto.com Arena,Regular Season
"Tue, Nov 22, 2022",7:30p,Brooklyn Nets,106,Philadelphia 76ers,115,"20,184",Wells Fargo Center,Regular Season
"Tue, Nov 22, 2022",8:00p,Sacramento Kings,113,Memphis Grizzlies,109,"16,826",FedEx Forum,Regular Season
"Tue, Nov 22, 2022",9:00p,Detroit Pistons,110,Denver Nuggets,108,"19,635",Ball Arena,Regular Season
"Tue, Nov 22, 2022",10:00p,Los Angeles Lakers,105,Phoenix Suns,115,"17,071",Footprint Center,Regular Season
"Wed, Nov 23, 2022",7:00p,Philadelphia 76ers,101,Charlotte Hornets,107,"16,910",Spectrum Center,Regular Season
"Wed, Nov 23, 2022",7:00p,Portland Trail Blazers,96,Cleveland Cavaliers,114,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Wed, Nov 23, 2022",7:00p,Minnesota Timberwolves,115,Indiana Pacers,101,"15,751",Gainbridge Fieldhouse,Regular Season
"Wed, Nov 23, 2022",7:30p,Sacramento Kings,106,Atlanta Hawks,115,"18,173",State Farm Arena,Regular Season
"Wed, Nov 23, 2022",7:30p,Dallas Mavericks,112,Boston Celtics,125,"19,156",TD Garden,Regular Season
"Wed, Nov 23, 2022",7:30p,Washington Wizards,105,Miami Heat,113,"19,600",Kaseya Center,Regular Season
"Wed, Nov 23, 2022",7:30p,Brooklyn Nets,112,Toronto Raptors,98,"19,800",Scotiabank Arena,Regular Season
"Wed, Nov 23, 2022",8:00p,Chicago Bulls,118,Milwaukee Bucks,113,"17,341",Fiserv Forum,Regular Season
"Wed, Nov 23, 2022",8:00p,Denver Nuggets,131,Oklahoma City Thunder,126,"13,656",Paycom Center,Regular Season
"Wed, Nov 23, 2022",8:00p,New Orleans Pelicans,129,San Antonio Spurs,110,"14,947",AT&T Center,Regular Season
"Wed, Nov 23, 2022",9:00p,Detroit Pistons,125,Utah Jazz,116,"18,206",Vivint Arena,Regular Season
"Wed, Nov 23, 2022",10:00p,Los Angeles Clippers,107,Golden State Warriors,124,"18,064",Chase Center,Regular Season
"Fri, Nov 25, 2022",5:00p,Minnesota Timberwolves,108,Charlotte Hornets,110,"17,924",Spectrum Center,Regular Season
"Fri, Nov 25, 2022",7:00p,Philadelphia 76ers,107,Orlando Magic,99,"15,384",Amway Center,Regular Season
"Fri, Nov 25, 2022",7:30p,Portland Trail Blazers,132,New York Knicks,129,"19,812",Madison Square Garden (IV),Regular Season
"Fri, Nov 25, 2022",8:00p,Sacramento Kings,104,Boston Celtics,122,"19,156",TD Garden,Regular Season
"Fri, Nov 25, 2022",8:00p,Atlanta Hawks,122,Houston Rockets,128,"16,669",Toyota Center,Regular Season
"Fri, Nov 25, 2022",8:00p,Brooklyn Nets,117,Indiana Pacers,128,"15,404",Gainbridge Fieldhouse,Regular Season
"Fri, Nov 25, 2022",8:00p,New Orleans Pelicans,111,Memphis Grizzlies,132,"17,794",FedEx Forum,Regular Season
"Fri, Nov 25, 2022",8:00p,Washington Wizards,107,Miami Heat,110,"19,600",Kaseya Center,Regular Season
"Fri, Nov 25, 2022",8:00p,Cleveland Cavaliers,102,Milwaukee Bucks,117,"17,447",Fiserv Forum,Regular Season
"Fri, Nov 25, 2022",8:00p,Chicago Bulls,119,Oklahoma City Thunder,123,"16,082",Paycom Center,Regular Season
"Fri, Nov 25, 2022",8:00p,Los Angeles Lakers,105,San Antonio Spurs,94,"18,354",AT&T Center,Regular Season
"Fri, Nov 25, 2022",9:00p,Detroit Pistons,102,Phoenix Suns,108,"17,071",Footprint Center,Regular Season
"Fri, Nov 25, 2022",10:00p,Utah Jazz,118,Golden State Warriors,129,"18,064",Chase Center,Regular Season
"Fri, Nov 25, 2022",10:30p,Denver Nuggets,114,Los Angeles Clippers,104,"16,559",Crypto.com Arena,Regular Season
"Sat, Nov 26, 2022",5:00p,Dallas Mavericks,100,Toronto Raptors,105,"19,800",Scotiabank Arena,Regular Season
"Sat, Nov 26, 2022",8:00p,Oklahoma City Thunder,105,Houston Rockets,118,"15,151",Toyota Center,Regular Season
"Sat, Nov 26, 2022",8:00p,Los Angeles Lakers,143,San Antonio Spurs,138,"18,354",AT&T Center,Regular Season
"Sat, Nov 26, 2022",9:00p,Utah Jazz,112,Phoenix Suns,113,"17,071",Footprint Center,Regular Season
"Sun, Nov 27, 2022",3:00p,Portland Trail Blazers,97,Brooklyn Nets,111,"17,732",Barclays Center,Regular Season
"Sun, Nov 27, 2022",3:30p,Golden State Warriors,137,Minnesota Timberwolves,114,"17,136",Target Center,Regular Season
"Sun, Nov 27, 2022",4:00p,Indiana Pacers,100,Los Angeles Clippers,114,"16,805",Crypto.com Arena,Regular Season
"Sun, Nov 27, 2022",5:00p,Miami Heat,106,Atlanta Hawks,98,"17,268",State Farm Arena,Regular Season
"Sun, Nov 27, 2022",6:00p,Washington Wizards,121,Boston Celtics,130,"19,156",TD Garden,Regular Season
"Sun, Nov 27, 2022",6:00p,Cleveland Cavaliers,102,Detroit Pistons,94,"18,240",Little Caesars Arena,Regular Season
"Sun, Nov 27, 2022",6:00p,Memphis Grizzlies,127,New York Knicks,123,"19,524",Madison Square Garden (IV),Regular Season
"Sun, Nov 27, 2022",6:00p,Philadelphia 76ers,133,Orlando Magic,103,"16,218",Amway Center,Regular Season
"Sun, Nov 27, 2022",8:00p,Dallas Mavericks,115,Milwaukee Bucks,124,"17,341",Fiserv Forum,Regular Season
"Mon, Nov 28, 2022",7:00p,Atlanta Hawks,101,Philadelphia 76ers,104,"19,778",Wells Fargo Center,Regular Season
"Mon, Nov 28, 2022",7:00p,Minnesota Timberwolves,127,Washington Wizards,142,"13,515",Capital One Arena,Regular Season
"Mon, Nov 28, 2022",7:30p,Charlotte Hornets,105,Boston Celtics,140,"19,156",TD Garden,Regular Season
"Mon, Nov 28, 2022",7:30p,Orlando Magic,102,Brooklyn Nets,109,"15,704",Barclays Center,Regular Season
"Mon, Nov 28, 2022",7:30p,Cleveland Cavaliers,88,Toronto Raptors,100,"19,800",Scotiabank Arena,Regular Season
"Mon, Nov 28, 2022",8:00p,Oklahoma City Thunder,101,New Orleans Pelicans,105,"13,109",Smoothie King Center,Regular Season
"Mon, Nov 28, 2022",9:00p,Houston Rockets,113,Denver Nuggets,129,"16,027",Ball Arena,Regular Season
"Mon, Nov 28, 2022",9:00p,Chicago Bulls,114,Utah Jazz,107,"18,206",Vivint Arena,Regular Season
"Mon, Nov 28, 2022",10:00p,Phoenix Suns,122,Sacramento Kings,117,"16,407",Golden 1 Center,Regular Season
"Mon, Nov 28, 2022",10:30p,Indiana Pacers,116,Los Angeles Lakers,115,"16,034",Crypto.com Arena,Regular Season
"Tue, Nov 29, 2022",7:00p,New York Knicks,140,Detroit Pistons,110,"14,864",Little Caesars Arena,Regular Season
"Tue, Nov 29, 2022",7:30p,Golden State Warriors,113,Dallas Mavericks,116,"20,277",American Airlines Center,Regular Season
"Tue, Nov 29, 2022",10:00p,Los Angeles Clippers,118,Portland Trail Blazers,112,"17,251",Moda Center,Regular Season
"Wed, Nov 30, 2022",7:00p,Philadelphia 76ers,85,Cleveland Cavaliers,113,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Wed, Nov 30, 2022",7:00p,Atlanta Hawks,125,Orlando Magic,108,"15,344",Amway Center,Regular Season
"Wed, Nov 30, 2022",7:30p,Miami Heat,121,Boston Celtics,134,"19,156",TD Garden,Regular Season
"Wed, Nov 30, 2022",7:30p,Washington Wizards,107,Brooklyn Nets,113,"15,963",Barclays Center,Regular Season
"Wed, Nov 30, 2022",7:30p,Milwaukee Bucks,109,New York Knicks,103,"17,277",Madison Square Garden (IV),Regular Season
"Wed, Nov 30, 2022",8:00p,Memphis Grizzlies,101,Minnesota Timberwolves,109,"15,980",Target Center,Regular Season
"Wed, Nov 30, 2022",8:00p,Toronto Raptors,108,New Orleans Pelicans,126,"14,845",Smoothie King Center,Regular Season
"Wed, Nov 30, 2022",8:00p,San Antonio Spurs,111,Oklahoma City Thunder,119,"15,605",Paycom Center,Regular Season
"Wed, Nov 30, 2022",9:00p,Houston Rockets,100,Denver Nuggets,120,"16,286",Ball Arena,Regular Season
"Wed, Nov 30, 2022",9:00p,Chicago Bulls,113,Phoenix Suns,132,"17,071",Footprint Center,Regular Season
"Wed, Nov 30, 2022",9:00p,Los Angeles Clippers,112,Utah Jazz,125,"18,206",Vivint Arena,Regular Season
"Wed, Nov 30, 2022",10:00p,Indiana Pacers,114,Sacramento Kings,137,"17,611",Golden 1 Center,Regular Season
"Wed, Nov 30, 2022",10:30p,Portland Trail Blazers,109,Los Angeles Lakers,128,"18,560",Crypto.com Arena,Regular Season
"Thu, Dec 1, 2022",7:00p,Dallas Mavericks,125,Detroit Pistons,131,"18,106",Little Caesars Arena,Regular Season
"Fri, Dec 2, 2022",7:00p,Washington Wizards,116,Charlotte Hornets,117,"15,231",Spectrum Center,Regular Season
"Fri, Dec 2, 2022",7:30p,Denver Nuggets,109,Atlanta Hawks,117,"16,974",State Farm Arena,Regular Season
"Fri, Dec 2, 2022",7:30p,Miami Heat,120,Boston Celtics,116,"19,156",TD Garden,Regular Season
"Fri, Dec 2, 2022",7:30p,Toronto Raptors,105,Brooklyn Nets,114,"17,732",Barclays Center,Regular Season
"Fri, Dec 2, 2022",7:30p,Orlando Magic,96,Cleveland Cavaliers,107,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Fri, Dec 2, 2022",7:30p,Los Angeles Lakers,133,Milwaukee Bucks,129,"17,938",Fiserv Forum,Regular Season
"Fri, Dec 2, 2022",8:00p,Philadelphia 76ers,109,Memphis Grizzlies,117,"17,022",FedEx Forum,Regular Season
"Fri, Dec 2, 2022",8:00p,New Orleans Pelicans,117,San Antonio Spurs,99,"17,202",AT&T Center,Regular Season
"Fri, Dec 2, 2022",9:00p,Houston Rockets,122,Phoenix Suns,121,"17,071",Footprint Center,Regular Season
"Fri, Dec 2, 2022",9:00p,Indiana Pacers,119,Utah Jazz,139,"18,206",Vivint Arena,Regular Season
"Fri, Dec 2, 2022",10:00p,Chicago Bulls,111,Golden State Warriors,119,"18,064",Chase Center,Regular Season
"Sat, Dec 3, 2022",12:30p,Dallas Mavericks,121,New York Knicks,100,"18,319",Madison Square Garden (IV),Regular Season
"Sat, Dec 3, 2022",4:00p,Sacramento Kings,123,Los Angeles Clippers,96,"16,587",Crypto.com Arena,Regular Season
"Sat, Dec 3, 2022",6:00p,Milwaukee Bucks,105,Charlotte Hornets,96,"18,128",Spectrum Center,Regular Season
"Sat, Dec 3, 2022",8:00p,Oklahoma City Thunder,135,Minnesota Timberwolves,128,"17,136",Target Center,Regular Season
"Sat, Dec 3, 2022",8:00p,Orlando Magic,108,Toronto Raptors,121,"19,800",Scotiabank Arena,Regular Season
"Sat, Dec 3, 2022",8:30p,Houston Rockets,101,Golden State Warriors,120,"18,064",Chase Center,Regular Season
"Sat, Dec 3, 2022",9:00p,Portland Trail Blazers,116,Utah Jazz,111,"18,206",Vivint Arena,Regular Season
"Sun, Dec 4, 2022",3:30p,Denver Nuggets,106,New Orleans Pelicans,121,"15,658",Smoothie King Center,Regular Season
"Sun, Dec 4, 2022",4:00p,Phoenix Suns,133,San Antonio Spurs,95,"16,409",AT&T Center,Regular Season
"Sun, Dec 4, 2022",6:00p,Boston Celtics,103,Brooklyn Nets,92,"18,043",Barclays Center,Regular Season
"Sun, Dec 4, 2022",6:00p,Memphis Grizzlies,122,Detroit Pistons,112,"20,088",Little Caesars Arena,Regular Season
"Sun, Dec 4, 2022",6:00p,Cleveland Cavaliers,81,New York Knicks,92,"19,007",Madison Square Garden (IV),Regular Season
"Sun, Dec 4, 2022",6:00p,Chicago Bulls,101,Sacramento Kings,110,"17,611",Golden 1 Center,Regular Season
"Sun, Dec 4, 2022",6:00p,Los Angeles Lakers,130,Washington Wizards,119,"19,647",Capital One Arena,Regular Season
"Sun, Dec 4, 2022",9:00p,Indiana Pacers,100,Portland Trail Blazers,116,"17,479",Moda Center,Regular Season
"Mon, Dec 5, 2022",7:00p,Los Angeles Clippers,119,Charlotte Hornets,117,"13,945",Spectrum Center,Regular Season
"Mon, Dec 5, 2022",7:00p,Milwaukee Bucks,109,Orlando Magic,102,"16,174",Amway Center,Regular Season
"Mon, Dec 5, 2022",7:30p,Oklahoma City Thunder,121,Atlanta Hawks,114,"16,301",State Farm Arena,Regular Season
"Mon, Dec 5, 2022",7:30p,Boston Celtics,116,Toronto Raptors,110,"19,800",Scotiabank Arena,Regular Season
"Mon, Dec 5, 2022",8:00p,Philadelphia 76ers,123,Houston Rockets,132,"15,331",Toyota Center,Regular Season
"Mon, Dec 5, 2022",8:00p,Miami Heat,93,Memphis Grizzlies,101,"16,122",FedEx Forum,Regular Season
"Mon, Dec 5, 2022",8:30p,Phoenix Suns,111,Dallas Mavericks,130,"20,227",American Airlines Center,Regular Season
"Mon, Dec 5, 2022",10:00p,Indiana Pacers,112,Golden State Warriors,104,"18,064",Chase Center,Regular Season
"Tue, Dec 6, 2022",7:30p,Los Angeles Lakers,102,Cleveland Cavaliers,116,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Tue, Dec 6, 2022",7:30p,Detroit Pistons,116,Miami Heat,96,"19,600",Kaseya Center,Regular Season
"Tue, Dec 6, 2022",10:00p,Dallas Mavericks,116,Denver Nuggets,115,"19,520",Ball Arena,Regular Season
"Wed, Dec 7, 2022",7:00p,Los Angeles Clippers,111,Orlando Magic,116,"14,429",Amway Center,Regular Season
"Wed, Dec 7, 2022",7:30p,Charlotte Hornets,116,Brooklyn Nets,122,"16,903",Barclays Center,Regular Season
"Wed, Dec 7, 2022",7:30p,Atlanta Hawks,89,New York Knicks,113,"18,091",Madison Square Garden (IV),Regular Season
"Wed, Dec 7, 2022",7:30p,Los Angeles Lakers,113,Toronto Raptors,126,"19,800",Scotiabank Arena,Regular Season
"Wed, Dec 7, 2022",8:00p,Washington Wizards,111,Chicago Bulls,115,"19,265",United Center,Regular Season
"Wed, Dec 7, 2022",8:00p,Oklahoma City Thunder,102,Memphis Grizzlies,123,"15,942",FedEx Forum,Regular Season
"Wed, Dec 7, 2022",8:00p,Sacramento Kings,113,Milwaukee Bucks,126,"17,341",Fiserv Forum,Regular Season
"Wed, Dec 7, 2022",8:00p,Indiana Pacers,115,Minnesota Timberwolves,121,"15,472",Target Center,Regular Season
"Wed, Dec 7, 2022",8:00p,Detroit Pistons,98,New Orleans Pelicans,104,"14,073",Smoothie King Center,Regular Season
"Wed, Dec 7, 2022",9:00p,Golden State Warriors,123,Utah Jazz,124,"18,206",Vivint Arena,Regular Season
"Wed, Dec 7, 2022",10:00p,Boston Celtics,125,Phoenix Suns,98,"17,071",Footprint Center,Regular Season
"Thu, Dec 8, 2022",7:30p,Los Angeles Clippers,110,Miami Heat,115,"19,600",Kaseya Center,Regular Season
"Thu, Dec 8, 2022",8:30p,Houston Rockets,109,San Antonio Spurs,118,"13,140",AT&T Center,Regular Season
"Thu, Dec 8, 2022",10:00p,Denver Nuggets,121,Portland Trail Blazers,120,"18,189",Moda Center,Regular Season
"Fri, Dec 9, 2022",7:00p,New York Knicks,121,Charlotte Hornets,102,"17,696",Spectrum Center,Regular Season
"Fri, Dec 9, 2022",7:00p,Washington Wizards,111,Indiana Pacers,121,"15,039",Gainbridge Fieldhouse,Regular Season
"Fri, Dec 9, 2022",7:00p,Toronto Raptors,109,Orlando Magic,113,"17,008",Amway Center,Regular Season
"Fri, Dec 9, 2022",7:30p,Atlanta Hawks,116,Brooklyn Nets,120,"18,072",Barclays Center,Regular Season
"Fri, Dec 9, 2022",7:30p,Sacramento Kings,106,Cleveland Cavaliers,95,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Fri, Dec 9, 2022",7:30p,Los Angeles Lakers,122,Philadelphia 76ers,133,"20,852",Wells Fargo Center,Regular Season
"Fri, Dec 9, 2022",8:00p,Detroit Pistons,103,Memphis Grizzlies,114,"17,103",FedEx Forum,Regular Season
"Fri, Dec 9, 2022",8:30p,Phoenix Suns,117,New Orleans Pelicans,128,"16,381",Smoothie King Center,Regular Season
"Fri, Dec 9, 2022",9:00p,Minnesota Timberwolves,118,Utah Jazz,108,"18,206",Vivint Arena,Regular Season
"Fri, Dec 9, 2022",10:00p,Milwaukee Bucks,106,Dallas Mavericks,105,"20,277",American Airlines Center,Regular Season
"Sat, Dec 10, 2022",5:00p,San Antonio Spurs,115,Miami Heat,111,"19,600",Kaseya Center,Regular Season
"Sat, Dec 10, 2022",7:00p,Brooklyn Nets,136,Indiana Pacers,133,"14,280",Gainbridge Fieldhouse,Regular Season
"Sat, Dec 10, 2022",7:00p,Los Angeles Clippers,114,Washington Wizards,107,"18,404",Capital One Arena,Regular Season
"Sat, Dec 10, 2022",7:30p,Oklahoma City Thunder,102,Cleveland Cavaliers,110,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Sat, Dec 10, 2022",8:00p,Dallas Mavericks,115,Chicago Bulls,144,"19,528",United Center,Regular Season
"Sat, Dec 10, 2022",8:30p,Boston Celtics,107,Golden State Warriors,123,"18,064",Chase Center,Regular Season
"Sat, Dec 10, 2022",9:00p,Utah Jazz,110,Denver Nuggets,115,"19,636",Ball Arena,Regular Season
"Sat, Dec 10, 2022",10:00p,Minnesota Timberwolves,118,Portland Trail Blazers,124,"18,324",Moda Center,Regular Season
"Sun, Dec 11, 2022",3:30p,Phoenix Suns,124,New Orleans Pelicans,129,"18,681",Smoothie King Center,Regular Season
"Sun, Dec 11, 2022",6:00p,Los Angeles Lakers,124,Detroit Pistons,117,"20,190",Little Caesars Arena,Regular Season
"Sun, Dec 11, 2022",6:00p,Sacramento Kings,99,New York Knicks,112,"19,812",Madison Square Garden (IV),Regular Season
"Sun, Dec 11, 2022",6:00p,Toronto Raptors,99,Orlando Magic,111,"16,891",Amway Center,Regular Season
"Sun, Dec 11, 2022",6:00p,Charlotte Hornets,113,Philadelphia 76ers,131,"19,765",Wells Fargo Center,Regular Season
"Sun, Dec 11, 2022",6:30p,Chicago Bulls,122,Atlanta Hawks,123,"17,227",State Farm Arena,Regular Season
"Sun, Dec 11, 2022",7:00p,Milwaukee Bucks,92,Houston Rockets,97,"16,268",Toyota Center,Regular Season
"Mon, Dec 12, 2022",7:00p,Miami Heat,87,Indiana Pacers,82,"15,309",Gainbridge Fieldhouse,Regular Season
"Mon, Dec 12, 2022",7:00p,Brooklyn Nets,112,Washington Wizards,100,"16,090",Capital One Arena,Regular Season
"Mon, Dec 12, 2022",8:00p,Atlanta Hawks,103,Memphis Grizzlies,128,"16,544",FedEx Forum,Regular Season
"Mon, Dec 12, 2022",8:30p,Oklahoma City Thunder,114,Dallas Mavericks,121,"19,877",American Airlines Center,Regular Season
"Mon, Dec 12, 2022",8:30p,Cleveland Cavaliers,111,San Antonio Spurs,112,"13,434",AT&T Center,Regular Season
"Mon, Dec 12, 2022",10:00p,Minnesota Timberwolves,112,Portland Trail Blazers,133,"18,021",Moda Center,Regular Season
"Mon, Dec 12, 2022",10:30p,Boston Celtics,93,Los Angeles Clippers,113,"19,068",Crypto.com Arena,Regular Season
"Tue, Dec 13, 2022",7:00p,Sacramento Kings,103,Philadelphia 76ers,123,"19,768",Wells Fargo Center,Regular Season
"Tue, Dec 13, 2022",7:30p,Golden State Warriors,111,Milwaukee Bucks,128,"17,628",Fiserv Forum,Regular Season
"Tue, Dec 13, 2022",8:00p,Phoenix Suns,97,Houston Rockets,111,"15,128",Toyota Center,Regular Season
"Tue, Dec 13, 2022",9:00p,New Orleans Pelicans,100,Utah Jazz,121,"18,206",Vivint Arena,Regular Season
"Tue, Dec 13, 2022",10:00p,Boston Celtics,122,Los Angeles Lakers,118,"18,661",Crypto.com Arena,Regular Season
"Wed, Dec 14, 2022",7:00p,Detroit Pistons,141,Charlotte Hornets,134,"14,303",Spectrum Center,Regular Season
"Wed, Dec 14, 2022",7:00p,Golden State Warriors,119,Indiana Pacers,125,"15,069",Gainbridge Fieldhouse,Regular Season
"Wed, Dec 14, 2022",7:00p,Atlanta Hawks,124,Orlando Magic,135,"16,002",Amway Center,Regular Season
"Wed, Dec 14, 2022",7:30p,New York Knicks,128,Chicago Bulls,120,"18,820",United Center,Regular Season
"Wed, Dec 14, 2022",7:30p,Sacramento Kings,124,Toronto Raptors,123,"19,800",Scotiabank Arena,Regular Season
"Wed, Dec 14, 2022",8:00p,Miami Heat,110,Oklahoma City Thunder,108,"14,783",Paycom Center,Regular Season
"Wed, Dec 14, 2022",8:00p,Portland Trail Blazers,128,San Antonio Spurs,112,"13,657",AT&T Center,Regular Season
"Wed, Dec 14, 2022",9:00p,Cleveland Cavaliers,105,Dallas Mavericks,90,"20,093",American Airlines Center,Regular Season
"Wed, Dec 14, 2022",9:00p,Washington Wizards,128,Denver Nuggets,141,"19,550",Ball Arena,Regular Season
"Wed, Dec 14, 2022",10:00p,Minnesota Timberwolves,88,Los Angeles Clippers,99,"14,063",Crypto.com Arena,Regular Season
"Thu, Dec 15, 2022",8:00p,Miami Heat,111,Houston Rockets,108,"16,210",Toyota Center,Regular Season
"Thu, Dec 15, 2022",8:00p,Milwaukee Bucks,101,Memphis Grizzlies,142,"17,794",FedEx Forum,Regular Season
"Thu, Dec 15, 2022",9:00p,New Orleans Pelicans,129,Utah Jazz,132,"18,206",Vivint Arena,Regular Season
"Thu, Dec 15, 2022",10:30p,Phoenix Suns,111,Los Angeles Clippers,95,"15,778",Crypto.com Arena,Regular Season
"Fri, Dec 16, 2022",7:00p,Atlanta Hawks,125,Charlotte Hornets,106,"17,772",Spectrum Center,Regular Season
"Fri, Dec 16, 2022",7:00p,Sacramento Kings,122,Detroit Pistons,113,"17,892",Little Caesars Arena,Regular Season
"Fri, Dec 16, 2022",7:30p,Orlando Magic,117,Boston Celtics,109,"19,156",TD Garden,Regular Season
"Fri, Dec 16, 2022",7:30p,Indiana Pacers,112,Cleveland Cavaliers,118,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Fri, Dec 16, 2022",7:30p,Golden State Warriors,106,Philadelphia 76ers,118,"20,567",Wells Fargo Center,Regular Season
"Fri, Dec 16, 2022",7:30p,Brooklyn Nets,119,Toronto Raptors,116,"19,800",Scotiabank Arena,Regular Season
"Fri, Dec 16, 2022",8:00p,New York Knicks,114,Chicago Bulls,91,"19,661",United Center,Regular Season
"Fri, Dec 16, 2022",8:00p,Minnesota Timberwolves,112,Oklahoma City Thunder,110,"14,885",Paycom Center,Regular Season
"Fri, Dec 16, 2022",8:30p,Portland Trail Blazers,110,Dallas Mavericks,130,"20,191",American Airlines Center,Regular Season
"Fri, Dec 16, 2022",10:00p,Denver Nuggets,108,Los Angeles Lakers,126,"18,505",Crypto.com Arena,Regular Season
"Sat, Dec 17, 2022",4:00p,Washington Wizards,93,Los Angeles Clippers,102,"15,018",Crypto.com Arena,Regular Season
"Sat, Dec 17, 2022",5:00p,Miami Heat,111,San Antonio Spurs,101,"20,160",Mexico City Arena,Regular Season
"Sat, Dec 17, 2022",8:00p,Dallas Mavericks,99,Cleveland Cavaliers,100,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Sat, Dec 17, 2022",8:00p,Portland Trail Blazers,107,Houston Rockets,95,"16,217",Toyota Center,Regular Season
"Sat, Dec 17, 2022",8:00p,Utah Jazz,97,Milwaukee Bucks,123,"17,587",Fiserv Forum,Regular Season
"Sat, Dec 17, 2022",8:00p,Memphis Grizzlies,109,Oklahoma City Thunder,115,"16,895",Paycom Center,Regular Season
"Sat, Dec 17, 2022",9:00p,New Orleans Pelicans,114,Phoenix Suns,118,"17,071",Footprint Center,Regular Season
"Sun, Dec 18, 2022",3:00p,Orlando Magic,95,Boston Celtics,92,"19,156",TD Garden,Regular Season
